NAALADL1	5.570818805818072e-07
CUX2	6.191605213236033e-07
ABCC9	7.155563699110441e-07
UGT2B4	7.641139245397405e-07
IFT25	7.759276471067255e-07
ZC3H12B	7.844506593900148e-07
TUBA8	7.983850219969515e-07
SLC25A21	7.99954585472921e-07
CRB2	8.308339160490221e-07
DAPK1	8.313049615459342e-07
SSH3	8.350956659118287e-07
PHKA1	8.600187049785087e-07
POLR2M	8.990028650845417e-07
GFOD2	9.339552100298009e-07
SH3GLB2	9.417770458108995e-07
TSC22D3	9.687142012530603e-07
RPS6KB1	1.0077404035149747e-06
MVB12A	1.032547376387635e-06
SLC15A3	1.0426836756924178e-06
GNMT	1.1056171868378553e-06
GSTA3	1.1352516461229099e-06
TSG101	1.21864100089919e-06
SMS	1.224255626026281e-06
CYP1A2	1.2390199381578717e-06
LCMT1	1.3096877167765192e-06
CC2D2A	1.3187333605616793e-06
RAP1GDS1	1.3239527147518653e-06
ARHGAP23	1.3291987573291061e-06
NQO1	1.3401963026495555e-06
DHRS2	1.3410828892227125e-06
PLAC8	1.3531310759424514e-06
DCTN4	1.3939438166377085e-06
FEM1B	1.4061024370122462e-06
UNC79	1.4186340724236012e-06
HDGFL3	1.4403336478017755e-06
ARMC5	1.44841574342478e-06
ETAA1	1.488823672786758e-06
CALCOCO2	1.495006758417427e-06
ECI2	1.5051214320288735e-06
CDK11A	1.5223378163688426e-06
SLCO4A1	1.5224991774279872e-06
PLCH1	1.5622158381768866e-06
DMGDH	1.5655549537124653e-06
CKM	1.5991253826564936e-06
CTNNBIP1	1.6445584871810027e-06
AMY2B	1.6864513467173073e-06
PYGB	1.7258629409838848e-06
KDM5B	1.760830242359717e-06
CEP43	1.7636203550470709e-06
EIF2B3	1.7676722768000098e-06
MSH4	1.7729571982573406e-06
SEMA5B	1.7981521545565225e-06
PRTFDC1	1.827732370736222e-06
OR2A12	1.9393895427315624e-06
CNIH1	1.948731590058731e-06
BUB1B	1.9739832806994523e-06
DHRS7B	2.0152024310631533e-06
GRIK5	2.0305510229274495e-06
SUGP2	2.0628825147509325e-06
HECTD4	2.0630375946067125e-06
NCKIPSD	2.0965158537433087e-06
GIPC2	2.1049479420051466e-06
UBE4A	2.1049508241504323e-06
CXCL5	2.108779246525784e-06
CWH43	2.113477747156726e-06
UFSP2	2.114691589232658e-06
RGN	2.1654150900977425e-06
TRPA1	2.169179927069577e-06
ALDOB	2.1804985942195153e-06
SLC27A4	2.184644658190323e-06
ABCB9	2.201263818478946e-06
TKFC	2.2276995287620623e-06
RABEP2	2.2303282153653804e-06
PTPN23	2.2435016366207326e-06
NUB1	2.2773828781699e-06
ZMYM2	2.2909020828310847e-06
ALDH8A1	2.2979203860198757e-06
PNMA2	2.3108828299227827e-06
ACOT1	2.3194358955378033e-06
UFC1	2.3498945765594796e-06
ARID4A	2.421325556754402e-06
CCDC9	2.4248482323813763e-06
ODR4	2.4456185967999888e-06
SCO1	2.44720491684795e-06
ZSWIM8	2.460304594088537e-06
DHTKD1	2.4757482621560364e-06
CUL1	2.4794061707619397e-06
BCAR1	2.4946723550313214e-06
CDKN2A	2.4959381659996475e-06
GRK4	2.5138958642106728e-06
ECHDC1	2.5445553154178163e-06
PARPBP	2.5473269765993425e-06
EFL1	2.5510514409055003e-06
SBDS	2.5583172735693307e-06
MAN1A1	2.564614070606082e-06
MYO9A	2.571082233222798e-06
ERBIN	2.587279743194251e-06
ACOX3	2.6053984466004317e-06
FAM241A	2.6141544452990676e-06
DLGAP4	2.6185001547233453e-06
COMTD1	2.643642126927391e-06
FTCD	2.655719285224993e-06
TMT1B	2.6755616507566506e-06
UBE2E3	2.6818742003163453e-06
GALNT2	2.7207726319050524e-06
AMT	2.7318771292831055e-06
KITLG	2.7489488231483924e-06
ARHGAP18	2.7782194291216297e-06
FBH1	2.8089542767644924e-06
NAAA	2.8179680532290623e-06
STAT6	2.82075086958696e-06
NEB	2.827538600447492e-06
COMMD8	2.8497826231837036e-06
PKD2	2.8748704049969993e-06
IGHV3-72	2.8748705054933347e-06
OAS1	2.8756252215714202e-06
ALPI	2.900551081663605e-06
POLR3B	2.9107949668907486e-06
ACHE	2.939734774715147e-06
PDK1	2.9641915597123373e-06
WHAMM	2.9818221027358043e-06
HMX3	2.9910470179408673e-06
MMAB	2.998176459090066e-06
TIMMDC1	3.0175175277971834e-06
C17orf49	3.059152558971696e-06
ATXN1L	3.0594326306876166e-06
MTM1	3.0745435668632403e-06
STRN	3.07547341800581e-06
ECH1	3.080231886907887e-06
RTCA	3.101608146548888e-06
OCRL	3.132423844320765e-06
TRAF2	3.1502657776878386e-06
SLC25A22	3.1705595528569818e-06
STAM	3.177147161320079e-06
HRAS	3.1976350673083945e-06
RAB5B	3.203948694566848e-06
ACADL	3.2273455211728327e-06
PEX11G	3.2373272212838e-06
HAO1	3.2618271099025414e-06
CLIC5	3.2627943925521904e-06
OTC	3.2669223344011674e-06
USP47	3.2948840068221753e-06
SERPINB6	3.3038704474817105e-06
SNAPIN	3.3203524557969576e-06
UBFD1	3.3940388398065583e-06
NME3	3.402628461187475e-06
NMRAL1	3.415461147535222e-06
PRKAA2	3.4162921915489307e-06
ATP6AP2	3.453623320223994e-06
GINS2	3.495978664413497e-06
GTF2H2C	3.5145849900552627e-06
ALDH7A1	3.5248999304122334e-06
UGT1A9	3.56832184149786e-06
AK1	3.583821217652612e-06
SPTLC1	3.6111707112786565e-06
DCAF1	3.6395115016890615e-06
PUDP	3.68894795355929e-06
SELENOO	3.7015776576387857e-06
DDI2	3.7312250740336874e-06
PNKP	3.7476115872852347e-06
TOP1MT	3.749900969805282e-06
GTF2IRD1	3.750443666965443e-06
HINT3	3.754930582212341e-06
PACSIN2	3.755180092652149e-06
TJP1	3.7590333176842366e-06
SRGAP1	3.7637279317508e-06
SPATS2L	3.7677927220285876e-06
ACSM2A	3.782627250268144e-06
TWF1	3.810435220014553e-06
GCNT1	3.8273445463628446e-06
WIPI2	3.834333889599243e-06
MAGOH	3.835487769544756e-06
ATP8A2	3.835838057069646e-06
BOD1L1	3.840652504076302e-06
SPIN3	3.847301414839887e-06
DPP9	3.848166974332974e-06
PUS10	3.849061930778717e-06
ABHD16A	3.86057054569082e-06
GSTM4	3.863016183000837e-06
STRN4	3.864407723482707e-06
ELOVL3	3.865619568655123e-06
CSNK2B	3.872709826127715e-06
INSYN2B	3.878356082794142e-06
SYNJ2BP-COX16	3.893207867798212e-06
GARS1	3.925546360689962e-06
OLFM4	3.927698367569637e-06
PPME1	3.929654057117023e-06
HMGA1	3.948193236875915e-06
BET1L	3.948790808581461e-06
HPD	3.95812701265783e-06
HLA-DRB4	3.9686340329156945e-06
RETSAT	3.9810665486720445e-06
NBEAL2	4.012445656409631e-06
ACAD10	4.01489035142921e-06
DCPS	4.015061487639172e-06
INPP5D	4.0234658274615545e-06
THEM6	4.0274731193980915e-06
NOMO1	4.032126979997282e-06
P3H2	4.0462674329411046e-06
ASPDH	4.060461772258112e-06
DHRS1	4.070535474834145e-06
LY75	4.09080233514979e-06
LNPK	4.091113947594917e-06
CASP8	4.1029610644805766e-06
AK4	4.1166400968954446e-06
MON2	4.124182114153339e-06
LRATD2	4.131452298668414e-06
TMEM176B	4.136769464066338e-06
NAE1	4.165098916533288e-06
CGREF1	4.170845734542831e-06
CARM1	4.1751566329767786e-06
JMJD7	4.181583129455226e-06
WDR87	4.1859919924235385e-06
TET2	4.187246420138855e-06
KRT86	4.196757829070358e-06
NUDT13	4.205296581271422e-06
PDPK1	4.223393617353847e-06
ZBTB40	4.230122280497669e-06
PFKFB4	4.2327082622428476e-06
PRDM2	4.249815826494586e-06
DOCK7	4.251078963422425e-06
GLRX5	4.265644769990327e-06
CDC45	4.267124407143541e-06
HGS	4.297349381547902e-06
HMMR	4.311966418775867e-06
PALM3	4.333960252860477e-06
UBQLN1	4.334154766504196e-06
VPS26B	4.3378951413910595e-06
ENDOG	4.342166446080136e-06
UBTD1	4.35405364432209e-06
TTC27	4.379768154525873e-06
ANKRD2	4.387767598667005e-06
HDDC2	4.391867355122182e-06
HMCES	4.413313384524974e-06
GLDC	4.4135557115245975e-06
TEX264	4.41584920176924e-06
GATB	4.416750330272653e-06
GID8	4.41955589973735e-06
NDUFB7	4.423496019169399e-06
SULT2A1	4.429274244842537e-06
CYGB	4.4383487053646954e-06
PAPSS1	4.4566947232358915e-06
RMDN1	4.473546209534056e-06
